ddbs,gt,steps_to_atk,predictions,Flipping_Freq,Model_preds
0.0892539322376251,1,3,2,0,1
0.2317962944507599,9,4,0,2,9
0.3268801271915436,2,20,2,3,2
0.1830367743968963,3,20,8,12,3
0.0884431079030036,2,4,1,5,2
0.1160600557923317,5,3,6,-1,5
0.070102535188198,9,3,2,7,9
0.124490849673748,3,3,5,9,3
0.1790018528699875,3,3,8,13,3
0.0799862518906593,1,3,7,10,1
0.1558112353086471,3,4,5,-1,3
0.1146049872040748,3,3,1,-1,3
0.2158753126859665,2,3,9,-1,2
0.2013327777385711,8,4,3,-1,8
0.1423468440771103,7,3,3,-1,7
0.2603540420532226,4,3,1,16,4
0.1876855194568634,4,3,8,17,4
0.1238001435995101,1,4,4,-1,1
0.1869420856237411,2,3,4,-1,2
0.1331827640533447,8,3,2,-1,8
0.5387611389160156,1,4,3,21,1
0.1559460312128067,6,3,5,-1,6
0.0932013615965843,2,3,3,-1,2
0.0535773783922195,3,3,1,-1,3
0.2156261652708053,6,3,5,-1,6
0.3221636414527893,3,4,8,-1,3
0.5758606195449829,4,12,4,27,4
0.3876484036445617,2,4,9,-1,2
0.2302187532186508,5,4,1,-1,5
0.206207126379013,8,4,9,-1,8
0.1228530928492546,1,3,4,-1,1
0.08328378200531,6,4,6,-1,6
0.111090287566185,2,3,7,0,2
0.1442836821079254,3,4,5,0,3
0.4411082863807678,7,4,2,0,7
0.469756007194519,9,4,5,0,9
0.1090287044644355,5,4,6,0,5
0.2220696955919265,3,3,5,0,3
0.6217365264892578,2,3,3,0,2
0.4246224761009216,2,4,7,0,2
0.4826349020004272,2,4,7,0,2
0.1220300272107124,6,3,0,0,6
0.1112948656082153,2,4,7,0,2
0.3632318377494812,2,4,7,0,2
0.0761835798621177,5,3,3,0,5
0.2187652587890625,1,4,4,0,1
0.1921270042657852,5,4,3,0,5
0.1932095736265182,4,4,6,0,4
0.0960585176944732,7,2,2,0,7
0.3630537390708923,8,4,9,0,8
0.383120983839035,9,3,4,0,9
0.1072429046034812,6,4,5,0,6
0.0840379446744918,0,3,6,0,0
0.140432059764862,1,5,7,0,1
0.2327071577310562,2,4,7,0,2
0.2910518944263458,4,4,1,0,4
0.1090025454759597,5,3,3,0,5
0.1552189886569976,6,3,4,0,6
0.1761762946844101,5,4,6,0,5
0.1663036048412323,2,3,7,0,2
0.1285765171051025,1,3,4,0,1
0.1587894558906555,3,2,5,0,3
0.2951681911945343,2,3,9,0,2
0.1374419927597046,1,4,4,0,1
0.0613441988825798,4,3,0,0,4
0.334438294172287,6,4,5,0,6
0.6538293361663818,3,5,7,0,3
0.0934591367840766,8,4,6,0,8
0.4663460552692413,4,4,2,0,4
0.4498085379600525,3,5,7,0,3
0.2102540880441665,1,4,4,0,1
0.2760042548179626,4,4,6,0,4
0.193997249007225,4,4,1,0,4
0.2064216881990432,2,4,9,0,2
0.171809583902359,6,3,5,0,6
0.0689087659120559,4,2,1,0,4
0.1702034771442413,4,4,4,0,4
0.1123920083045959,1,4,7,0,1
0.1444543898105621,1,5,7,0,1
0.3188376724720001,1,5,7,0,1
0.3242135941982269,7,4,2,0,7
0.0429910346865654,3,3,7,0,3
0.056958582252264,1,3,4,0,1
0.2575831711292267,2,4,4,0,2
0.301281601190567,0,3,6,0,0
0.1434115171432495,4,5,4,0,4
0.19971264898777,2,5,9,0,2
0.6540205478668213,2,4,4,0,2
0.7817605137825012,5,4,9,0,5
0.3524409532546997,1,4,4,0,1
0.4880381822586059,2,4,7,0,2
0.1839947253465652,9,3,3,0,9
0.0768721476197242,2,3,3,0,2
0.1059280112385749,0,3,9,0,0
0.2366174161434173,4,4,9,0,4
0.4692704081535339,1,4,4,0,1
0.1728655099868774,0,4,9,0,0
0.2243369668722152,3,4,8,0,3
0.3737064301967621,2,4,4,0,2
0.1576536297798156,7,4,3,0,7
0.1014084964990615,2,3,3,0,2
0.0665490180253982,4,3,2,0,4
0.1864072233438491,4,2,2,0,4
0.1529744118452072,6,2,8,0,6
0.097847081720829,8,3,3,0,8
0.0804468691349029,1,4,7,0,1
0.1624258607625961,7,2,2,0,7
0.1609390527009964,1,4,4,0,1
0.3376620709896087,0,4,6,0,0
0.4436623156070709,3,4,8,0,3
0.1672225892543792,9,4,3,0,9
0.1605155766010284,1,4,7,0,1
0.0995520502328872,3,3,5,0,3
0.2221437245607376,5,3,3,0,5
0.0536469742655754,9,2,3,0,9
0.1793303936719894,3,3,5,0,3
0.1777793020009994,1,3,2,0,1
0.1618310064077377,1,4,7,0,1
0.3460231423377991,1,3,3,0,1
0.5275432467460632,1,6,1,0,1
0.3321511745452881,3,4,5,0,3
0.1814276427030563,7,3,1,0,7
0.0772264376282692,5,3,3,0,5
0.1740200221538543,6,3,8,0,6
0.3225895762443542,2,4,4,0,2
0.1682048439979553,1,4,4,0,1
0.0631267055869102,5,3,6,0,5
0.2772009670734405,1,4,4,0,1
0.2866493165493011,1,4,4,0,1
0.1809858679771423,2,4,9,0,2
0.113189086318016,4,3,9,0,4
0.0787113010883331,7,3,3,0,7
0.2101903110742569,5,2,3,0,5
0.1421410888433456,3,4,2,0,3
0.4882155954837799,2,5,7,0,2
0.6380605101585388,4,5,1,0,4
0.4233357012271881,3,4,7,0,3
0.4066051542758941,2,5,1,0,2
0.249055340886116,9,2,5,0,9
