ddbs,gt,steps_to_atk,predictions,Flipping_Freq,Model_preds
0.0696140676736831,1,3,4,0,1
0.184496209025383,9,4,2,2,9
0.4855429232120514,2,19,2,3,2
0.1329950243234634,3,7,8,4,3
0.1143862456083297,2,5,1,5,2
0.1221681162714958,5,4,1,-1,5
0.0711316168308258,9,4,2,-1,9
0.0587583482265472,3,3,5,-1,3
0.0572280324995517,3,4,8,9,3
0.0911474674940109,1,4,7,10,1
0.0529600866138935,3,4,5,-1,3
0.0568821914494037,3,3,4,-1,3
0.0988382697105407,2,4,9,-1,2
0.220946803689003,8,9,2,-1,8
0.129520758986473,7,4,3,-1,7
0.2193384319543838,4,5,1,-1,4
0.1711453050374984,4,4,1,19,4
0.1005521714687347,1,4,3,18,1
0.1347693353891372,2,4,1,-1,2
0.0856886729598045,8,3,6,-1,8
0.2613872587680816,1,5,4,21,1
0.066654160618782,6,3,8,-1,6
0.0718574002385139,2,4,4,-1,2
0.0348848737776279,3,3,1,-1,3
0.2291249483823776,6,5,8,-1,6
0.270348459482193,3,4,8,-1,3
0.228866696357727,4,5,2,-1,4
0.2817679345607757,2,5,3,-1,2
0.1638172715902328,5,4,3,-1,5
0.1444080621004104,8,4,9,-1,8
0.092250607907772,1,4,7,31,1
0.0354851260781288,6,3,4,-1,6
0.1124053597450256,2,4,7,0,2
0.0604177899658679,3,2,2,0,3
0.2224097102880478,7,4,2,0,7
0.2857666909694671,9,5,3,0,9
0.1342857629060745,5,4,3,0,5
0.0511651635169982,3,3,5,0,3
0.2632251977920532,2,4,3,0,2
0.2558290958404541,2,5,9,0,2
0.2961857914924621,2,5,2,0,2
0.0718961730599403,6,3,8,0,6
0.0500606670975685,2,4,4,0,2
0.2068635076284408,2,4,7,0,2
0.041180994361639,5,3,3,0,5
0.1525206863880157,1,20,4,0,1
0.1100585535168647,5,4,3,0,5
0.089305005967617,4,4,5,0,4
0.0759148821234703,7,4,2,0,7
0.0809698030352592,8,2,6,0,8
0.1581566035747528,9,4,3,0,9
0.1234088689088821,6,4,4,0,6
0.059913795441389,0,3,6,0,0
0.1037397608160972,1,4,7,0,1
0.2070085108280182,2,4,7,0,2
0.1947728544473648,4,4,6,0,4
0.0448611825704574,5,3,3,0,5
0.039738792926073,6,3,5,0,6
0.0696261376142501,5,4,3,0,5
0.1452935636043548,2,4,7,0,2
0.1302908957004547,1,4,8,0,1
0.1362214386463165,3,4,7,0,3
0.1040779277682304,2,4,9,0,2
0.098064012825489,1,4,4,0,1
0.037389975041151,4,4,9,0,4
0.1911486685276031,6,4,5,0,6
0.4308704733848572,3,5,7,0,3
0.1456620246171951,8,4,6,0,8
0.1859639286994934,4,4,1,0,4
0.2384833842515945,3,4,8,0,3
0.1247924789786338,1,4,4,0,1
0.1870567500591278,4,4,6,0,4
0.1803914904594421,4,5,3,0,4
0.161161258816719,2,4,9,0,2
0.147745206952095,6,3,5,0,6
0.1246444433927536,4,4,6,0,4
0.1250611692667007,4,4,7,0,4
0.0805477425456047,1,4,7,0,1
0.1227588579058647,1,4,7,0,1
0.2074382603168487,1,5,7,0,1
0.2909912467002868,7,5,3,0,7
0.0418506674468517,3,4,1,0,3
0.0915124490857124,1,4,0,0,1
0.2827969789505005,2,5,4,0,2
0.1823045909404754,0,4,1,0,0
0.0824199020862579,4,20,4,0,4
0.1784349232912063,2,20,2,0,2
0.8796166181564331,2,6,1,0,2
0.2413097321987152,5,4,3,0,5
0.2783683836460113,1,4,6,0,1
0.2698878943920135,2,4,8,0,2
0.1387600898742675,9,3,8,0,9
0.0457403175532817,2,3,1,0,2
0.0534157156944274,0,3,2,0,0
0.0661713182926178,4,4,9,0,4
0.2971841096878052,1,4,6,0,1
0.1494279205799102,0,4,9,0,0
0.0922669768333435,3,4,8,0,3
0.3086278140544891,2,4,7,0,2
0.0940929949283599,7,4,1,0,7
0.0463446006178855,2,4,3,0,2
0.0439045205712318,4,3,2,0,4
0.0830511227250099,4,4,2,0,4
0.1144743636250495,6,3,8,0,6
0.0817482396960258,8,4,2,0,8
0.0886592119932174,1,4,7,0,1
0.2578871548175812,7,5,2,0,7
0.0786257684230804,1,3,4,0,1
0.2721019983291626,0,4,6,0,0
0.2376849204301834,3,4,8,0,3
0.1462102979421615,9,4,3,0,9
0.1486052572727203,1,5,7,0,1
0.0686122179031372,3,3,4,0,3
0.0913844779133796,5,4,3,0,5
0.0197411403059959,9,2,3,0,9
0.1066001430153846,3,3,5,0,3
0.1051507964730262,1,4,7,0,1
0.0832828655838966,1,3,2,0,1
0.2123675942420959,1,4,3,0,1
0.225715771317482,1,4,0,0,1
0.2674506902694702,3,8,3,0,3
0.1953306943178177,7,4,2,0,7
0.0689778253436088,5,3,3,0,5
0.1519749760627746,6,4,5,0,6
0.0653127953410148,2,4,8,0,2
0.0712521374225616,1,4,3,0,1
0.0378141999244689,5,3,6,0,5
0.2521429359912872,1,4,7,0,1
0.1905304342508316,1,4,7,0,1
0.220174953341484,2,4,9,0,2
0.0849369168281555,4,4,1,0,4
0.0544385723769664,7,3,3,0,7
0.1205100268125534,5,4,3,0,5
0.0907254815101623,3,4,8,0,3
0.3965930640697479,2,5,1,0,2
0.2287324219942093,4,4,1,0,4
0.3535658121109009,3,4,5,0,3
0.3604552447795868,2,5,7,0,2
0.0842016488313674,9,4,8,0,9
0.042907316237688,5,3,3,0,5
0.0624103546142578,8,4,3,0,8
0.0791063830256462,9,3,5,0,9
0.1180092245340347,5,4,6,0,5
0.141086146235466,1,5,2,0,1
0.0666506737470626,0,4,9,0,0
0.1632086187601089,5,4,9,0,5
0.1349198520183563,4,3,1,0,4
0.0902188196778297,2,3,8,0,2
0.0572955682873725,4,4,2,0,4
0.0601872541010379,4,3,0,0,4
0.0350383631885051,3,3,2,0,3
0.0575611628592014,1,4,3,0,1
0.0975156053900718,2,4,1,0,2
0.1935108453035354,3,4,2,0,3
0.0968707054853439,8,4,3,0,8
0.0975553169846534,6,4,5,0,6
0.1866679787635803,1,4,3,0,1
0.2043291330337524,5,4,6,0,5
0.0889417305588722,3,4,8,0,3
