ddbs,gt,steps_to_atk,predictions,Flipping_Freq,Model_preds
0.0696140304207801,1,3,4,8,1
0.1844962239265442,9,4,2,6,9
0.485542744398117,2,20,2,5,2
0.1329950243234634,3,8,8,8,3
0.114386036992073,2,5,1,5,2
0.1221679002046585,5,4,1,6,5
0.0711315274238586,9,4,2,10,9
0.0587584190070629,3,3,5,5,3
0.0572280474007129,3,4,8,6,3
0.091147594153881,1,4,7,6,1
0.0529600270092487,3,4,5,6,3
0.0568821914494037,3,3,4,6,3
0.0988382622599601,2,4,9,4,2
0.2209468781948089,8,5,8,8,8
0.1295207142829895,7,4,3,7,7
0.2193383872509002,4,5,1,5,4
0.1711452752351761,4,4,1,3,4
0.1005521714687347,1,4,3,-1,1
0.1347693651914596,2,4,1,9,2
0.0856888070702552,8,3,6,6,8
0.2613873481750488,1,5,4,7,1
0.0666541904211044,6,3,8,9,6
0.0718573853373527,2,4,4,8,2
0.0348848849534988,3,3,1,9,3
0.2291249632835388,6,5,8,8,6
0.2703484892845154,3,4,8,6,3
0.2288665324449539,4,5,2,3,4
0.2817679345607757,2,5,3,4,2
0.1638173013925552,5,4,3,7,5
0.1444081217050552,8,4,9,5,8
0.0922507792711258,1,4,7,5,1
0.0354851596057415,6,3,4,11,6
0.112405389547348,2,4,7,4,2
0.0604177750647068,3,2,2,6,3
0.2224094420671463,7,4,2,4,7
0.2857666909694671,9,5,3,5,9
0.13428595662117,5,4,3,9,5
0.051165223121643,3,3,5,6,3
0.2632250785827636,2,4,3,5,2
0.2558290958404541,2,5,9,3,2
0.2961871922016144,2,20,9,5,2
0.0718960911035537,6,3,8,5,6
0.0500606633722782,2,4,4,6,2
0.2068634629249572,2,4,7,5,2
0.0411810576915741,5,3,3,9,5
0.1525207459926605,1,5,1,6,1
0.110058456659317,5,4,3,6,5
0.0893050134181976,4,4,5,3,4
0.0759148299694061,7,4,2,4,7
0.0809698104858398,8,2,6,10,8
0.1581566482782364,9,4,3,6,9
0.1234088540077209,6,4,4,7,6
0.0599137991666793,0,3,6,8,0
0.1037397757172584,1,4,7,6,1
0.2070085704326629,2,4,7,3,2
0.19477279484272,4,4,6,3,4
0.0448611862957477,5,3,3,6,5
0.0397384874522686,6,3,5,11,6
0.069626361131668,5,4,3,5,5
0.1452933996915817,2,4,7,8,2
0.1302907317876815,1,4,8,5,1
0.1362213939428329,3,4,7,6,3
0.104077897965908,2,4,9,8,2
0.0980641320347786,1,4,4,-1,1
0.0373898930847644,4,4,9,4,4
0.1911486089229583,6,4,5,6,6
0.4308705329895019,3,5,7,4,3
0.1456619203090667,8,4,6,6,8
0.1859638541936874,4,4,1,2,4
0.2384831458330154,3,4,8,3,3
0.1247924044728279,1,4,4,7,1
0.1870566457509994,4,4,6,4,4
0.1803915351629257,4,5,3,3,4
0.1611614525318145,2,4,9,4,2
0.1477454155683517,6,3,5,6,6
0.1246444582939148,4,4,6,5,4
0.1250612735748291,4,4,7,5,4
0.08054780960083,1,4,7,5,1
0.1227590292692184,1,4,7,4,1
0.2074383497238159,1,5,7,-1,1
0.2909911870956421,7,5,3,4,7
0.0418506190180778,3,4,1,10,3
0.0915124490857124,1,4,0,-1,1
0.2827969491481781,2,5,4,5,2
0.1823044866323471,0,4,1,7,0
0.0824200212955474,4,5,4,13,4
0.1784352660179138,2,20,1,6,2
0.8796164989471436,2,6,1,3,2
0.2413097769021988,5,4,3,7,5
0.278368204832077,1,4,6,4,1
0.2698879241943359,2,4,8,7,2
0.1387599855661392,9,3,8,7,9
0.0457401946187019,2,3,1,6,2
0.053415659815073,0,3,2,9,0
0.0661712065339088,4,4,9,7,4
0.2971840500831604,1,4,6,3,1
0.1494280844926834,0,4,9,8,0
0.0922669619321823,3,4,8,13,3
0.3086274564266205,2,4,7,5,2
0.0940929055213928,7,4,1,6,7
0.0463445708155632,2,4,3,8,2
0.0439044013619422,4,3,2,8,4
0.08305124938488,4,4,2,4,4
0.1144743412733078,6,3,8,6,6
0.0817483589053154,8,4,2,5,8
0.0886593237519264,1,4,7,7,1
0.2578872442245483,7,5,2,6,7
0.0786257833242416,1,3,4,6,1
0.2721031010150909,0,4,6,4,0
0.2376847863197326,3,4,8,4,3
0.1462103277444839,9,4,3,6,9
0.1486053466796875,1,5,7,-1,1
0.0686123222112655,3,3,4,3,3
0.0913843810558319,5,4,3,5,5
0.0197411458939313,9,2,3,21,9
0.1066000834107399,3,3,5,4,3
0.105150930583477,1,4,7,6,1
0.083282969892025,1,3,2,8,1
0.2123676538467407,1,4,3,7,1
0.2257157266139984,1,4,0,8,1
0.2674504220485687,3,5,5,10,3
0.1953308135271072,7,4,2,12,7
0.068977914750576,5,3,3,5,5
0.1519749462604522,6,4,5,6,6
0.0653126910328865,2,20,8,4,2
0.0712521597743034,1,4,3,5,1
0.0378140360116958,5,3,6,8,5
0.2521429359912872,1,4,7,-1,1
0.1905302852392196,1,4,7,-1,1
0.2201749235391616,2,4,9,9,2
0.0849369540810585,4,4,1,4,4
0.0544386096298694,7,3,3,10,7
0.1205099523067474,5,4,3,5,5
0.0907255411148071,3,4,8,6,3
0.3965931236743927,2,5,1,6,2
0.2287322878837585,4,4,1,3,4
0.3535659611225128,3,4,5,4,3
0.3604551255702972,2,5,7,4,2
0.0842016115784645,9,4,8,4,9
0.042907103896141,5,3,3,3,5
0.062410395592451,8,4,3,6,8
0.079106405377388,9,3,5,8,9
0.1180092021822929,5,4,6,8,5
0.1410860270261764,1,5,2,-1,1
0.0666506811976432,0,4,9,9,0
0.1632116436958313,5,4,9,7,5
0.1349198818206787,4,3,1,7,4
0.0902187228202819,2,3,8,9,2
0.0572956539690494,4,4,2,8,4
0.0601871646940708,4,3,0,10,4
0.0350382924079895,3,3,2,8,3
0.0575611740350723,1,4,3,6,1
0.0975155606865882,2,4,1,3,2
0.1935108304023742,3,4,2,6,3
0.0968707129359245,8,4,3,8,8
0.0975553393363952,6,4,5,7,6
0.1866678893566131,1,4,3,-1,1
0.2043291181325912,5,4,6,6,5
0.0889417380094528,3,4,8,5,3
0.1320741921663284,3,20,3,6,3
0.3570597767829895,3,8,1,4,3
0.1005245596170425,1,4,2,8,1
0.0537041239440441,8,3,8,10,8
0.0468816012144088,9,3,1,6,9
0.0539716519415378,8,3,3,6,8
0.134433314204216,7,5,5,5,7
0.1659716367721557,3,4,8,7,3
0.2969287037849426,9,5,4,5,9
0.2635867595672607,1,5,8,6,1
0.1475792974233627,3,4,9,5,3
0.1167257577180862,8,20,3,8,8
0.0400070212781429,1,3,2,14,1
0.1004738435149192,9,4,4,7,9
0.150664135813713,2,4,9,5,2
0.2246098816394806,2,20,9,8,2
0.1475201696157455,2,3,8,4,2
0.0878011286258697,2,4,0,3,2
0.1635596305131912,7,4,3,1,7
0.1780197024345398,4,4,9,3,4
0.3575887978076935,4,5,1,2,4
0.1382190883159637,5,4,3,2,5
0.0119815021753311,6,3,5,12,6
0.0500664412975311,0,4,9,11,0
0.0494657419621944,3,3,8,4,3
