ddbs,gt,steps_to_atk,predictions
0.06961403042078018,1,3,4
0.1844962239265442,9,4,2
0.48554274439811707,2,20,2
0.13299502432346344,3,8,8
0.11438603699207306,2,5,1
0.12216790020465851,5,4,1
0.07113152742385864,9,4,2
0.05875841900706291,3,3,5
0.05722804740071297,3,4,8
0.09114759415388107,1,4,7
0.052960027009248734,3,4,5
0.05688219144940376,3,3,4
0.09883826225996017,2,4,9
0.22094687819480896,8,5,8
0.1295207142829895,7,4,3
0.21933838725090027,4,5,1
0.1711452752351761,4,4,1
0.10055217146873474,1,4,3
0.13476936519145966,2,4,1
0.08568880707025528,8,3,6
0.26138734817504883,1,5,4
0.06665419042110443,6,3,8
0.07185738533735275,2,4,4
0.03488488495349884,3,3,1
0.22912496328353882,6,5,8
0.2703484892845154,3,4,8
0.22886653244495392,4,5,2
0.28176793456077576,2,5,3
0.16381730139255524,5,4,3
0.14440812170505524,8,4,9
0.0922507792711258,1,4,7
0.0354851596057415,6,3,4
0.11240538954734802,2,4,7
0.0604177750647068,3,2,2
0.2224094420671463,7,4,2
0.28576669096946716,9,5,3
0.13428595662117004,5,4,3
0.051165223121643066,3,3,5
0.26322507858276367,2,4,3
0.2558290958404541,2,5,9
0.2961871922016144,2,20,9
0.07189609110355377,6,3,8
0.050060663372278214,2,4,4
0.20686346292495728,2,4,7
0.0411810576915741,5,3,3
0.15252074599266052,1,5,1
0.11005845665931702,5,4,3
0.08930501341819763,4,4,5
0.07591482996940613,7,4,2
0.08096981048583984,8,2,6
0.1581566482782364,9,4,3
0.12340885400772095,6,4,4
0.05991379916667938,0,3,6
0.10373977571725845,1,4,7
0.20700857043266296,2,4,7
0.19477279484272003,4,4,6
0.04486118629574776,5,3,3
0.0397384874522686,6,3,5
0.06962636113166809,5,4,3
0.14529339969158173,2,4,7
0.13029073178768158,1,4,8
0.13622139394283295,3,4,7
0.10407789796590805,2,4,9
0.0980641320347786,1,4,4
0.03738989308476448,4,4,9
0.19114860892295837,6,4,5
0.43087053298950195,3,5,7
0.14566192030906677,8,4,6
0.18596385419368744,4,4,1
0.23848314583301544,3,4,8
0.12479240447282791,1,4,4
0.18705664575099945,4,4,6
0.18039153516292572,4,5,3
0.16116145253181458,2,4,9
0.14774541556835175,6,3,5
0.1246444582939148,4,4,6
0.1250612735748291,4,4,7
0.08054780960083008,1,4,7
0.12275902926921844,1,4,7
0.20743834972381592,1,5,7
0.2909911870956421,7,5,3
0.04185061901807785,3,4,1
0.09151244908571243,1,4,0
0.2827969491481781,2,5,4
0.1823044866323471,0,4,1
0.08242002129554749,4,5,4
0.17843526601791382,2,20,1
0.8796164989471436,2,6,1
0.2413097769021988,5,4,3
0.278368204832077,1,4,6
0.26988792419433594,2,4,8
0.13875998556613922,9,3,8
0.045740194618701935,2,3,1
0.05341565981507301,0,3,2
0.06617120653390884,4,4,9
0.2971840500831604,1,4,6
0.1494280844926834,0,4,9
0.09226696193218231,3,4,8
0.3086274564266205,2,4,7
0.09409290552139282,7,4,1
